t,Vmca,SaO2sup,TOI,Pa_CO2,HbD,HbT,CCO,P_a
153.0,55.0,1.0,65.76625255965054,36.002976,-0.7712105701935361,-0.9691687296174427,0.060188691374706796,80.88
154.0,57.0,1.0,65.0883118257044,36.002976,-0.6406625348686812,-0.8061668911088966,0.021230719300764436,84.72
155.0,49.0,1.0,65.03948074109573,36.002976,-0.34399749191574247,-0.37179336976274635,-0.017271872334735133,85.58
156.0,56.0,0.9966250000000001,65.37579811611884,36.002976,-0.20811567870102232,-0.053949634859741885,-0.013951870782647164,82.26
157.0,56.0,0.9984000000000001,65.76185311399087,36.002976,-0.04574598318868556,0.44913934406374667,-0.13494395393675343,85.28
158.0,50.0,1.0,65.35240124439942,36.002976,-0.28102394463764624,0.4123011930039215,-0.15519548955216106,83.06
159.0,51.92,0.9966250000000001,65.34500792733367,36.002976,-0.07911679510566516,0.44848184419962067,-0.16433949381216728,80.7
160.0,52.96,0.99414,65.83294134730552,36.002976,0.018141976966888185,0.9328658723374723,-0.21644148036825694,79.38
161.0,53.96,0.9924833333333334,66.55149299932823,36.002976,-0.026676309814652244,0.8636062907040314,-0.202764304497951,78.62
162.0,55.92,1.0,65.70220464878791,36.002976,0.21691489074772774,0.3729622542116862,-0.0710148572709935,79.22
163.0,56.0,1.0,65.79951170273607,36.002976,0.3812513592387061,0.5580699100541702,-0.043891143706953746,80.36
164.0,50.6,1.0,65.73309047927388,36.12478606879971,0.45834596833691543,0.6281056262160424,-0.07513480246143377,78.92
165.0,50.0,1.0,66.08409350438325,36.753038000000004,0.12569224343925928,0.35663628679455933,-0.12671320211680667,76.8
166.0,52.76,1.0,65.33692495511775,36.753038000000004,-0.5817449342679211,-0.10940018162178522,-0.197478400453759,75.8
167.0,53.92,1.0,65.46126915913082,36.753038000000004,-0.6459043056788146,0.19523228609832155,-0.07319318675135714,76.0
168.0,54.86,0.9957966666666668,65.57667764585939,36.753038000000004,-0.18868545175674079,0.590984078550339,0.02772730443101043,76.22
169.0,52.42,1.0,65.58081462701365,36.753038000000004,0.15189718835596874,0.5116008345596933,-0.08075877498773823,76.32
170.0,52.0,1.0,65.86928297432237,36.753038000000004,0.010798318770342763,0.32733211667473133,-0.13548284382270576,76.32
171.0,47.6,1.0,65.01555696813057,36.753038000000004,-0.4208226066889315,-0.1248550002195703,-0.11860792810827897,76.5
172.0,47.88,0.9949683333333332,66.44054588828804,36.753038000000004,-0.595680319991994,0.027460113564234778,-0.18395038208568137,75.86
173.0,49.64,0.9999383333333333,64.91678163628511,36.03912898840025,-0.487714317418001,0.04331078298482448,-0.1513947829076407,72.38
174.0,55.74,1.0,65.80120649065385,36.002976,-0.41383226429656483,-0.30275232166502475,0.007600675345636826,73.78
175.0,57.0,1.0,65.91406108817026,36.002976,-0.6728842193421599,-0.446402882081265,0.03844946332092867,77.94
176.0,54.54,1.0,64.97921679114694,36.002976,-0.6487538055970471,-0.3786081290422863,-0.0024750572927957626,79.22
177.0,50.64,1.0,65.13523327039435,36.002976,-0.7564871390493181,-0.549200807736463,0.044159663881524924,78.2
178.0,50.0,1.0,66.05738284763173,36.002976,-0.9703378541859812,-0.5612962775870047,0.0007936753333285182,77.82
179.0,49.22,0.9891699999999999,66.02735229913422,36.002976,-0.780591944708463,-0.2863427474772021,-0.10828236497448945,77.36
180.0,49.78,0.9966250000000001,65.67534100325584,36.002976,-0.43825619964799917,0.144918139946612,-0.14501784294246717,77.02
181.0,53.9,0.9924833333333334,66.08028794419175,36.002976,-0.41901250482249164,0.4304193212038171,-0.1469483269134581,77.24
182.0,55.78,0.9957966666666668,65.58865802811759,36.002976,-0.4461903205589546,0.5397373967872408,-0.1866084705361894,78.94
183.0,53.78,1.0,65.50069185416545,36.002976,-0.6330039039427271,0.13785600893338776,-0.11856223914873065,79.06
184.0,50.04,1.0,64.98855823669335,36.002976,-0.614029290809738,-0.22914545395853875,-0.08016811877480969,77.8
185.0,51.22,1.0,65.77855118159523,36.002976,-0.6255392284069607,-0.5413056623919884,0.02043549456925218,75.94
186.0,54.96,0.9899983333333334,65.10491347382032,36.002976,-0.47951086434150453,-0.1669686256170163,-0.044043387102277794,78.62
187.0,55.26,0.9949683333333332,65.88134239968655,36.002976,-0.3965510567715657,0.09422313401502316,-0.061358513338713706,81.4
188.0,55.7,1.0,65.8299860579707,36.002976,-0.24692582155241224,0.42454983466687796,-0.10890791864555902,85.14
189.0,53.2,1.0,65.62145330711539,36.002976,-0.22904580257881496,0.32966762996269205,-0.07539566612581564,88.94
190.0,47.8,0.9999383333333333,65.98804781116415,36.002976,-0.21520758717642408,0.29102972146307327,-0.13604872596188633,89.92
191.0,46.0,1.0,65.1644082884587,36.002976,0.006997636666070624,-0.36073728489833057,0.021525317415017342,88.64
192.0,48.1,1.0,65.11626165873233,36.002976,0.12167121832596736,0.09733052522605955,-0.012098613041386447,87.4
193.0,47.08,1.0,65.18981802618153,36.002976,0.11710290475171237,0.16539486925076416,0.008570489364955802,86.14
194.0,47.32,1.0,66.12463931787715,36.002976,0.22848914276669127,0.21754899006567444,-0.07338762615314211,82.38
195.0,48.66,1.0,66.87248706514046,36.002976,-0.19397727875118126,0.6715605518395202,-0.264345876339482,80.3
196.0,49.66,1.0,65.45283364342362,36.002976,0.13569428925215005,0.5826216487743758,-0.17036116972083443,80.46
197.0,51.98,1.0,65.61532542317349,36.002976,0.3599410426258104,-0.1965339501845756,0.08701740174422534,80.42
198.0,53.0,1.0,65.69047598832562,36.002976,0.38751787689177636,0.25686798793455173,-0.06590253424769224,81.36
199.0,52.4,1.0,65.77136059496182,36.002976,0.028468760232269637,0.1622433947881307,-0.08608849389894528,81.92
200.0,50.76,1.0,65.52279744433251,36.002976,0.2548606005689462,-0.2382236914258756,0.013924856034741907,82.06
201.0,50.0,1.0,65.63272089767543,36.002976,0.046004212687392264,-0.2596252849912555,-0.041040122273383994,80.48
202.0,50.0,1.0,65.57522198568925,36.002976,0.3618547481785862,-0.014908065776029433,-0.08802227985740278,78.88
203.0,51.12,0.9974533333333335,66.16500475085223,35.8156105124002,0.3797749632088822,-0.2579635683936923,0.020804691801422456,77.6
204.0,53.68,0.9949683333333332,66.01767901444767,35.252914,0.4854788538957133,0.12632319971153602,-0.014718014051244665,76.7
205.0,54.44,1.0,66.18519763645908,35.252914,0.199445610959795,-0.13274447044974658,0.018637747871839368,77.06
206.0,54.58,1.0,66.242355682948,35.252914,0.07596644367892244,-0.5906510771252511,0.013939992463156262,76.94
207.0,53.96,1.0,66.33127379666155,35.252914,-0.3833301022177238,-1.6919944033385124,0.216895226552905,77.28
208.0,51.44,1.0,65.90038078126265,35.252914,-0.5608612697965163,-0.9525815074459052,-0.02414062900261607,77.76
209.0,50.0,1.0,65.49577518661717,35.252914,-0.45559062938746825,-0.342170858813831,-0.21460963442109338,76.62
210.0,51.04,0.9933116666666666,66.41557201439768,35.252914,-0.26195102029977785,0.15945964746111774,-0.22469318469837657,77.18
211.0,53.04,1.0,66.53325033417597,35.252914,-0.18829124651240342,0.003482036640663478,-0.0748219980697532,78.08
212.0,56.4,1.0,66.1946456948936,35.252914,0.3898201951543132,-0.06826397920741215,0.004615438517834365,81.72
213.0,58.52,1.0,66.8653014343306,35.252914,0.2335787433169187,0.011627759568959561,-0.12977695566675965,85.14
214.0,53.2,1.0,67.22597644280678,35.252914,0.48631847547604695,-0.4250026211305877,0.02303850187436002,86.42
215.0,48.96,0.9966250000000001,66.76582928637198,35.252914,0.39515818121597734,-0.7424780094842109,0.1421856855652062,78.96
216.0,48.56,1.0,67.55700248435612,35.252914,0.2239050969803187,0.14525465883258373,-0.11511946926485456,79.0
217.0,48.32,1.0,66.29513372321888,35.252914,0.15989701788340355,0.12529343145585708,-0.017547727270210367,76.52
218.0,50.0,0.9966250000000001,66.32798197643295,35.92706972559992,0.9348560916682268,0.5163404270936324,-0.08460013082480894,74.3
219.0,50.88,1.0,66.36386075886328,36.002976,0.728595272206786,0.5031414615171553,-0.08534510634498159,74.2
220.0,53.76,1.0,66.3202626613127,36.002976,0.40845681574836673,-0.21387716939080148,-0.04238212274968976,74.84
221.0,56.44,1.0,66.29949925912258,36.002976,0.3076169765398763,-0.8603624489946123,0.148679488383751,78.74
222.0,55.4,1.0,65.49605250293475,36.002976,0.9767168716038592,-0.0723784520393636,0.029372568388988694,80.88
223.0,50.6,0.9924833333333334,65.90347153267096,36.002976,0.327956387693992,-0.291132747892113,0.0154207300253356,78.78
224.0,47.0,0.9949683333333336,65.24001520421741,36.002976,0.41989373766579974,-0.40728838332535666,0.04628588187700211,76.88
225.0,47.4,1.0,66.19153008914635,36.002976,0.12489067083894162,-0.5801918050915884,0.03402011001748482,74.7
226.0,51.2,1.0,66.63394885314428,36.002976,0.06900472451657183,-0.3045670238673944,-0.0707808598092042,74.26
227.0,56.34,1.0,67.03344731748163,36.002976,0.00988418501093058,-0.09862083361603743,-0.08104592950295315,76.68
228.0,56.64,1.0,66.10329881271308,36.002976,0.4371854618641424,0.1552359192798819,-0.03220505481904391,79.44
